lng,lat
-3.5818958,56.570668
-2.9938659,56.676485
-2.1256205,57.158303
-2.1717993,57.134892
-4.1936462,55.775020
-3.7648189,55.068356
-2.1058396,57.178084
-4.1411524,55.076699
-3.2126362,55.964733
-4.2088740,54.884034
-2.6540974,56.564637
-2.5104354,56.771040
-2.9467060,56.226730
-2.6854137,56.316502
-3.0662548,56.465650
-3.8010964,55.317675
-4.2311452,55.117328
-3.5162117,56.556212
-2.1306306,57.172671
-3.7678304,55.065616
-4.3116800,55.829478
-3.0333754,56.509953
-4.2088740,54.884034
-4.2064111,54.924528
-4.1427175,55.076671
-4.1427656,55.077569
-2.0959062,57.174499
-3.8447015,54.898202
-2.1024170,57.136765
-4.1446191,55.082929
-4.1626323,55.848367
-2.1189906,57.152920
-4.4090428,55.310789
-3.7643934,55.236427
-2.5536547,55.474369
-4.1936462,55.775020
-2.7261603,56.504043
-2.8568573,55.885956
-3.0910884,56.256089
-2.0942043,57.155636
-4.4837054,55.622092
-3.6817880,55.067734
-2.1057060,57.131372
-3.9875804,55.736287
-3.6022372,55.971965
-2.8585877,56.469057
-3.3223907,55.044309
-3.5481417,55.861230
-4.0574564,55.002642
-2.2739617,57.098778
-2.3419625,55.777544
-4.2521721,55.212217
-3.7846963,56.383715
-4.3283215,55.920838
-2.2929540,57.204735
-2.2929540,57.204735
-2.6419063,56.709342
-3.2277127,55.934932
-2.1767984,57.143868
-3.1858735,56.621203
-2.2772425,57.096076
-3.4820680,55.930337
-2.7342650,56.503097
-2.1041729,57.173594
-3.6627250,56.149087
