day,month,year,cases,deaths,countriesAndTerritories,popData2019
16,5,2020,0,0,Mauritius,1269670
15,5,2020,0,0,Mauritius,1269670
14,5,2020,0,0,Mauritius,1269670
13,5,2020,0,0,Mauritius,1269670
12,5,2020,0,0,Mauritius,1269670
11,5,2020,0,0,Mauritius,1269670
10,5,2020,0,0,Mauritius,1269670
9,5,2020,0,0,Mauritius,1269670
8,5,2020,0,0,Mauritius,1269670
7,5,2020,0,0,Mauritius,1269670
6,5,2020,0,0,Mauritius,1269670
5,5,2020,0,0,Mauritius,1269670
4,5,2020,0,0,Mauritius,1269670
3,5,2020,0,0,Mauritius,1269670
2,5,2020,0,0,Mauritius,1269670
1,5,2020,0,0,Mauritius,1269670
30,4,2020,0,0,Mauritius,1269670
29,4,2020,0,0,Mauritius,1269670
28,4,2020,0,1,Mauritius,1269670
27,4,2020,1,0,Mauritius,1269670
26,4,2020,0,0,Mauritius,1269670
25,4,2020,0,0,Mauritius,1269670
24,4,2020,2,0,Mauritius,1269670
23,4,2020,1,0,Mauritius,1269670
22,4,2020,0,0,Mauritius,1269670
21,4,2020,0,0,Mauritius,1269670
20,4,2020,3,0,Mauritius,1269670
19,4,2020,1,0,Mauritius,1269670
18,4,2020,0,0,Mauritius,1269670
17,4,2020,0,0,Mauritius,1269670
16,4,2020,0,0,Mauritius,1269670
15,4,2020,0,0,Mauritius,1269670
14,4,2020,0,0,Mauritius,1269670
13,4,2020,5,0,Mauritius,1269670
12,4,2020,1,0,Mauritius,1269670
11,4,2020,4,2,Mauritius,1269670
10,4,2020,41,0,Mauritius,1269670
9,4,2020,5,0,Mauritius,1269670
8,4,2020,24,0,Mauritius,1269670
7,4,2020,17,0,Mauritius,1269670
6,4,2020,31,0,Mauritius,1269670
5,4,2020,10,0,Mauritius,1269670
4,4,2020,17,0,Mauritius,1269670
3,4,2020,15,2,Mauritius,1269670
2,4,2020,11,2,Mauritius,1269670
1,4,2020,15,0,Mauritius,1269670
31,3,2020,18,0,Mauritius,1269670
30,3,2020,8,1,Mauritius,1269670
29,3,2020,8,0,Mauritius,1269670
28,3,2020,13,0,Mauritius,1269670
27,3,2020,33,0,Mauritius,1269670
26,3,2020,6,0,Mauritius,1269670
25,3,2020,6,0,Mauritius,1269670
24,3,2020,8,0,Mauritius,1269670
23,3,2020,14,1,Mauritius,1269670
22,3,2020,2,1,Mauritius,1269670
21,3,2020,9,0,Mauritius,1269670
20,3,2020,3,0,Mauritius,1269670
6,7,2020,4683,273,Mexico,127575529
5,7,2020,6914,523,Mexico,127575529
4,7,2020,6740,654,Mexico,127575529
3,7,2020,6741,679,Mexico,127575529
2,7,2020,5681,741,Mexico,127575529
1,7,2020,5432,648,Mexico,127575529
30,6,2020,3805,473,Mexico,127575529
29,6,2020,4050,267,Mexico,127575529
28,6,2020,4410,602,Mexico,127575529
27,6,2020,5441,719,Mexico,127575529
26,6,2020,6104,718,Mexico,127575529
25,6,2020,5437,965,Mexico,127575529
24,6,2020,6288,793,Mexico,127575529
23,6,2020,4577,759,Mexico,127575529
22,6,2020,5343,1044,Mexico,127575529
21,6,2020,4717,387,Mexico,127575529
20,6,2020,5030,647,Mexico,127575529
19,6,2020,5662,667,Mexico,127575529
18,6,2020,4930,770,Mexico,127575529
17,6,2020,4599,730,Mexico,127575529
16,6,2020,3427,439,Mexico,127575529
15,6,2020,4147,269,Mexico,127575529
14,6,2020,3494,424,Mexico,127575529
13,6,2020,5222,504,Mexico,127575529
12,6,2020,4790,587,Mexico,127575529
11,6,2020,4883,708,Mexico,127575529
10,6,2020,4199,596,Mexico,127575529
9,6,2020,2999,354,Mexico,127575529
8,6,2020,3484,188,Mexico,127575529
7,6,2020,3593,341,Mexico,127575529
6,6,2020,4346,625,Mexico,127575529
5,6,2020,4442,817,Mexico,127575529
4,6,2020,3912,1091,Mexico,127575529
3,6,2020,3891,470,Mexico,127575529
2,6,2020,2771,237,Mexico,127575529
1,6,2020,3152,151,Mexico,127575529
31,5,2020,2885,364,Mexico,127575529
30,5,2020,3227,371,Mexico,127575529
29,5,2020,3377,447,Mexico,127575529
28,5,2020,3463,463,Mexico,127575529
27,5,2020,3455,501,Mexico,127575529
26,5,2020,2485,239,Mexico,127575529
25,5,2020,2764,215,Mexico,127575529
24,5,2020,3329,190,Mexico,127575529
23,5,2020,2960,479,Mexico,127575529
22,5,2020,2973,420,Mexico,127575529
21,5,2020,2248,424,Mexico,127575529
20,5,2020,2713,334,Mexico,127575529
19,5,2020,2414,155,Mexico,127575529
18,5,2020,2075,132,Mexico,127575529
17,5,2020,2112,278,Mexico,127575529
16,5,2020,2437,290,Mexico,127575529
15,5,2020,2409,257,Mexico,127575529
14,5,2020,1862,294,Mexico,127575529
13,5,2020,1997,353,Mexico,127575529
12,5,2020,1305,108,Mexico,127575529
11,5,2020,1562,112,Mexico,127575529
10,5,2020,1938,193,Mexico,127575529
9,5,2020,1906,199,Mexico,127575529
8,5,2020,1982,257,Mexico,127575529
7,5,2020,1609,197,Mexico,127575529
6,5,2020,1120,236,Mexico,127575529
5,5,2020,1434,117,Mexico,127575529
4,5,2020,1383,93,Mexico,127575529
3,5,2020,1349,89,Mexico,127575529
2,5,2020,1515,113,Mexico,127575529
1,5,2020,1425,127,Mexico,127575529
30,4,2020,1047,163,Mexico,127575529
29,4,2020,1223,135,Mexico,127575529
28,4,2020,852,83,Mexico,127575529
27,4,2020,835,46,Mexico,127575529
26,4,2020,970,84,Mexico,127575529
25,4,2020,1239,152,Mexico,127575529
24,4,2020,1089,99,Mexico,127575529
23,4,2020,1043,113,Mexico,127575529
22,4,2020,729,145,Mexico,127575529
21,4,2020,511,26,Mexico,127575529
20,4,2020,764,36,Mexico,127575529
19,4,2020,622,104,Mexico,127575529
18,4,2020,578,60,Mexico,127575529
17,4,2020,450,37,Mexico,127575529
16,4,2020,448,43,Mexico,127575529
15,4,2020,385,74,Mexico,127575529
14,4,2020,353,36,Mexico,127575529
13,4,2020,442,23,Mexico,127575529
12,4,2020,375,40,Mexico,127575529
11,4,2020,403,39,Mexico,127575529
10,4,2020,260,20,Mexico,127575529
9,4,2020,396,33,Mexico,127575529
8,4,2020,346,16,Mexico,127575529
7,4,2020,296,31,Mexico,127575529
6,4,2020,253,15,Mexico,127575529
5,4,2020,202,19,Mexico,127575529
4,4,2020,178,10,Mexico,127575529
3,4,2020,132,13,Mexico,127575529
2,4,2020,163,8,Mexico,127575529
1,4,2020,121,1,Mexico,127575529
31,3,2020,101,8,Mexico,127575529
30,3,2020,145,4,Mexico,127575529
29,3,2020,131,4,Mexico,127575529
28,3,2020,132,4,Mexico,127575529
27,3,2020,110,3,Mexico,127575529
26,3,2020,70,0,Mexico,127575529
25,3,2020,38,1,Mexico,127575529
24,3,2020,51,2,Mexico,127575529
23,3,2020,65,0,Mexico,127575529
22,3,2020,48,0,Mexico,127575529
21,3,2020,39,2,Mexico,127575529
20,3,2020,46,0,Mexico,127575529
19,3,2020,25,0,Mexico,127575529
18,3,2020,11,0,Mexico,127575529
17,3,2020,29,0,Mexico,127575529
16,3,2020,12,0,Mexico,127575529
15,3,2020,15,0,Mexico,127575529
14,3,2020,10,0,Mexico,127575529
13,3,2020,5,0,Mexico,127575529
12,3,2020,4,0,Mexico,127575529
9,3,2020,2,0,Mexico,127575529
2,3,2020,1,0,Mexico,127575529
1,3,2020,2,0,Mexico,127575529
29,2,2020,2,0,Mexico,127575529
28,2,2020,0,0,Mexico,127575529
27,2,2020,0,0,Mexico,127575529
26,2,2020,0,0,Mexico,127575529
25,2,2020,0,0,Mexico,127575529
24,2,2020,0,0,Mexico,127575529
23,2,2020,0,0,Mexico,127575529
22,2,2020,0,0,Mexico,127575529
21,2,2020,0,0,Mexico,127575529
20,2,2020,0,0,Mexico,127575529
19,2,2020,0,0,Mexico,127575529
18,2,2020,0,0,Mexico,127575529
17,2,2020,0,0,Mexico,127575529
16,2,2020,0,0,Mexico,127575529
15,2,2020,0,0,Mexico,127575529
14,2,2020,0,0,Mexico,127575529
13,2,2020,0,0,Mexico,127575529
12,2,2020,0,0,Mexico,127575529
11,2,2020,0,0,Mexico,127575529
10,2,2020,0,0,Mexico,127575529
9,2,2020,0,0,Mexico,127575529
8,2,2020,0,0,Mexico,127575529
7,2,2020,0,0,Mexico,127575529
6,2,2020,0,0,Mexico,127575529
5,2,2020,0,0,Mexico,127575529
4,2,2020,0,0,Mexico,127575529
3,2,2020,0,0,Mexico,127575529
2,2,2020,0,0,Mexico,127575529
1,2,2020,0,0,Mexico,127575529
31,1,2020,0,0,Mexico,127575529
30,1,2020,0,0,Mexico,127575529
29,1,2020,0,0,Mexico,127575529
28,1,2020,0,0,Mexico,127575529
27,1,2020,0,0,Mexico,127575529
26,1,2020,0,0,Mexico,127575529
25,1,2020,0,0,Mexico,127575529
24,1,2020,0,0,Mexico,127575529
23,1,2020,0,0,Mexico,127575529
22,1,2020,0,0,Mexico,127575529
21,1,2020,0,0,Mexico,127575529
20,1,2020,0,0,Mexico,127575529
19,1,2020,0,0,Mexico,127575529
18,1,2020,0,0,Mexico,127575529
17,1,2020,0,0,Mexico,127575529
16,1,2020,0,0,Mexico,127575529
15,1,2020,0,0,Mexico,127575529
14,1,2020,0,0,Mexico,127575529
13,1,2020,0,0,Mexico,127575529
12,1,2020,0,0,Mexico,127575529
11,1,2020,0,0,Mexico,127575529
10,1,2020,0,0,Mexico,127575529
9,1,2020,0,0,Mexico,127575529
8,1,2020,0,0,Mexico,127575529
7,1,2020,0,0,Mexico,127575529
6,1,2020,0,0,Mexico,127575529
5,1,2020,0,0,Mexico,127575529
4,1,2020,0,0,Mexico,127575529
3,1,2020,0,0,Mexico,127575529
2,1,2020,0,0,Mexico,127575529
1,1,2020,0,0,Mexico,127575529
31,12,2019,0,0,Mexico,127575529
6,7,2020,142,5,Moldova,4043258
5,7,2020,227,8,Moldova,4043258
4,7,2020,295,12,Moldova,4043258
3,7,2020,252,11,Moldova,4043258
2,7,2020,285,4,Moldova,4043258
1,7,2020,256,9,Moldova,4043258
30,6,2020,107,6,Moldova,4043258
29,6,2020,170,9,Moldova,4043258
28,6,2020,304,6,Moldova,4043258
27,6,2020,323,13,Moldova,4043258
26,6,2020,375,7,Moldova,4043258
25,6,2020,364,5,Moldova,4043258
24,6,2020,351,10,Moldova,4043258
23,6,2020,163,7,Moldova,4043258
22,6,2020,247,9,Moldova,4043258
21,6,2020,397,14,Moldova,4043258
20,6,2020,450,6,Moldova,4043258
19,6,2020,374,11,Moldova,4043258
18,6,2020,478,10,Moldova,4043258
17,6,2020,375,12,Moldova,4043258
16,6,2020,139,5,Moldova,4043258
15,6,2020,281,8,Moldova,4043258
14,6,2020,366,13,Moldova,4043258
13,6,2020,366,10,Moldova,4043258
12,6,2020,406,4,Moldova,4043258
11,6,2020,296,6,Moldova,4043258
10,6,2020,218,12,Moldova,4043258
9,6,2020,107,12,Moldova,4043258
8,6,2020,189,10,Moldova,4043258
7,6,2020,264,8,Moldova,4043258
6,6,2020,229,8,Moldova,4043258
5,6,2020,223,5,Moldova,4043258
4,6,2020,247,3,Moldova,4043258
3,6,2020,188,0,Moldova,4043258
2,6,2020,109,12,Moldova,4043258
1,6,2020,153,4,Moldova,4043258
31,5,2020,202,3,Moldova,4043258
30,5,2020,171,6,Moldova,4043258
29,5,2020,188,8,Moldova,4043258
28,5,2020,232,7,Moldova,4043258
27,5,2020,158,6,Moldova,4043258
26,5,2020,54,11,Moldova,4043258
25,5,2020,99,8,Moldova,4043258
24,5,2020,147,5,Moldova,4043258
23,5,2020,143,4,Moldova,4043258
22,5,2020,151,5,Moldova,4043258
21,5,2020,213,7,Moldova,4043258
20,5,2020,202,6,Moldova,4043258
19,5,2020,78,4,Moldova,4043258
18,5,2020,126,4,Moldova,4043258
17,5,2020,189,10,Moldova,4043258
16,5,2020,192,3,Moldova,4043258
15,5,2020,147,9,Moldova,4043258
14,5,2020,252,3,Moldova,4043258
13,5,2020,159,7,Moldova,4043258
12,5,2020,68,6,Moldova,4043258
11,5,2020,60,8,Moldova,4043258
10,5,2020,139,9,Moldova,4043258
9,5,2020,123,7,Moldova,4043258
8,5,2020,129,2,Moldova,4043258
7,5,2020,113,7,Moldova,4043258
6,5,2020,115,4,Moldova,4043258
5,5,2020,127,7,Moldova,4043258
4,5,2020,69,1,Moldova,4043258
3,5,2020,72,2,Moldova,4043258
2,5,2020,83,3,Moldova,4043258
1,5,2020,126,8,Moldova,4043258
30,4,2020,133,4,Moldova,4043258
29,4,2020,157,5,Moldova,4043258
28,4,2020,73,6,Moldova,4043258
27,4,2020,104,2,Moldova,4043258
26,4,2020,194,7,Moldova,4043258
25,4,2020,184,7,Moldova,4043258
24,4,2020,148,4,Moldova,4043258
23,4,2020,164,3,Moldova,4043258
22,4,2020,66,3,Moldova,4043258
21,4,2020,76,3,Moldova,4043258
20,4,2020,121,7,Moldova,4043258
19,4,2020,87,4,Moldova,4043258
18,4,2020,110,2,Moldova,4043258
17,4,2020,105,8,Moldova,4043258
16,4,2020,115,6,Moldova,4043258
15,4,2020,222,4,Moldova,4043258
14,4,2020,50,4,Moldova,4043258
13,4,2020,102,2,Moldova,4043258
12,4,2020,122,1,Moldova,4043258
11,4,2020,149,0,Moldova,4043258
10,4,2020,115,2,Moldova,4043258
9,4,2020,118,5,Moldova,4043258
8,4,2020,91,3,Moldova,4043258
7,4,2020,101,4,Moldova,4043258
6,4,2020,112,3,Moldova,4043258
5,4,2020,161,4,Moldova,4043258
4,4,2020,86,2,Moldova,4043258
3,4,2020,82,1,Moldova,4043258
2,4,2020,70,1,Moldova,4043258
1,4,2020,55,2,Moldova,4043258
31,3,2020,35,0,Moldova,4043258
30,3,2020,32,0,Moldova,4043258
29,3,2020,32,0,Moldova,4043258
28,3,2020,22,1,Moldova,4043258
27,3,2020,28,0,Moldova,4043258
26,3,2020,24,0,Moldova,4043258
25,3,2020,16,0,Moldova,4043258
24,3,2020,15,0,Moldova,4043258
23,3,2020,14,0,Moldova,4043258
22,3,2020,14,0,Moldova,4043258
21,3,2020,17,0,Moldova,4043258
20,3,2020,13,0,Moldova,4043258
19,3,2020,6,1,Moldova,4043258
18,3,2020,1,0,Moldova,4043258
17,3,2020,6,0,Moldova,4043258
16,3,2020,3,0,Moldova,4043258
15,3,2020,12,0,Moldova,4043258
14,3,2020,2,0,Moldova,4043258
13,3,2020,2,0,Moldova,4043258
12,3,2020,1,0,Moldova,4043258
11,3,2020,2,0,Moldova,4043258
8,3,2020,1,0,Moldova,4043258
6,7,2020,2,0,Monaco,33085
5,7,2020,0,0,Monaco,33085
4,7,2020,0,0,Monaco,33085
3,7,2020,3,0,Monaco,33085
2,7,2020,0,0,Monaco,33085
1,7,2020,0,0,Monaco,33085
30,6,2020,0,0,Monaco,33085
29,6,2020,0,0,Monaco,33085
28,6,2020,1,0,Monaco,33085
27,6,2020,0,0,Monaco,33085
26,6,2020,0,0,Monaco,33085
25,6,2020,1,0,Monaco,33085
24,6,2020,0,0,Monaco,33085
23,6,2020,1,0,Monaco,33085
22,6,2020,1,0,Monaco,33085
21,6,2020,0,0,Monaco,33085
20,6,2020,0,0,Monaco,33085
19,6,2020,0,0,Monaco,33085
18,6,2020,0,0,Monaco,33085
17,6,2020,0,0,Monaco,33085
16,6,2020,0,0,Monaco,33085
15,6,2020,0,0,Monaco,33085
14,6,2020,0,0,Monaco,33085
13,6,2020,0,0,Monaco,33085
12,6,2020,0,0,Monaco,33085
11,6,2020,0,0,Monaco,33085
10,6,2020,0,0,Monaco,33085
9,6,2020,0,0,Monaco,33085
8,6,2020,0,0,Monaco,33085
7,6,2020,0,0,Monaco,33085
6,6,2020,0,0,Monaco,33085
5,6,2020,0,0,Monaco,33085
4,6,2020,0,0,Monaco,33085
3,6,2020,0,0,Monaco,33085
2,6,2020,0,0,Monaco,33085
1,6,2020,0,0,Monaco,33085
31,5,2020,1,0,Monaco,33085
30,5,2020,0,0,Monaco,33085
29,5,2020,0,0,Monaco,33085
28,5,2020,0,0,Monaco,33085
27,5,2020,0,0,Monaco,33085
26,5,2020,0,0,Monaco,33085
25,5,2020,0,0,Monaco,33085
24,5,2020,1,0,Monaco,33085
23,5,2020,0,0,Monaco,33085
22,5,2020,0,0,Monaco,33085
21,5,2020,0,0,Monaco,33085
20,5,2020,0,0,Monaco,33085
19,5,2020,1,0,Monaco,33085
18,5,2020,0,0,Monaco,33085
17,5,2020,0,0,Monaco,33085
16,5,2020,0,1,Monaco,33085
15,5,2020,0,0,Monaco,33085
14,5,2020,0,0,Monaco,33085
13,5,2020,0,0,Monaco,33085
12,5,2020,0,0,Monaco,33085
11,5,2020,0,0,Monaco,33085
10,5,2020,1,0,Monaco,33085
9,5,2020,0,0,Monaco,33085
8,5,2020,0,0,Monaco,33085
7,5,2020,0,0,Monaco,33085
6,5,2020,0,0,Monaco,33085
5,5,2020,0,0,Monaco,33085
4,5,2020,0,0,Monaco,33085
3,5,2020,0,0,Monaco,33085
2,5,2020,0,0,Monaco,33085
1,5,2020,0,0,Monaco,33085
30,4,2020,0,0,Monaco,33085
29,4,2020,0,0,Monaco,33085
28,4,2020,1,0,Monaco,33085
27,4,2020,0,0,Monaco,33085
26,4,2020,0,0,Monaco,33085
25,4,2020,0,0,Monaco,33085
24,4,2020,0,1,Monaco,33085
23,4,2020,0,0,Monaco,33085
22,4,2020,0,0,Monaco,33085
21,4,2020,0,0,Monaco,33085
20,4,2020,0,0,Monaco,33085
19,4,2020,0,0,Monaco,33085
18,4,2020,1,0,Monaco,33085
17,4,2020,0,0,Monaco,33085
16,4,2020,0,1,Monaco,33085
15,4,2020,0,0,Monaco,33085
14,4,2020,0,0,Monaco,33085
13,4,2020,1,0,Monaco,33085
12,4,2020,2,0,Monaco,33085
11,4,2020,6,0,Monaco,33085
10,4,2020,3,0,Monaco,33085
9,4,2020,2,0,Monaco,33085
8,4,2020,2,0,Monaco,33085
7,4,2020,4,0,Monaco,33085
6,4,2020,7,0,Monaco,33085
5,4,2020,2,2,Monaco,33085
4,4,2020,4,0,Monaco,33085
3,4,2020,5,0,Monaco,33085
2,4,2020,3,0,Monaco,33085
1,4,2020,3,0,Monaco,33085
31,3,2020,3,0,Monaco,33085
30,3,2020,3,0,Monaco,33085
29,3,2020,1,0,Monaco,33085
28,3,2020,9,0,Monaco,33085
27,3,2020,2,0,Monaco,33085
26,3,2020,4,0,Monaco,33085
25,3,2020,4,0,Monaco,33085
24,3,2020,0,0,Monaco,33085
23,3,2020,5,0,Monaco,33085
22,3,2020,6,0,Monaco,33085
21,3,2020,1,0,Monaco,33085
20,3,2020,2,0,Monaco,33085
19,3,2020,0,0,Monaco,33085
18,3,2020,0,0,Monaco,33085
17,3,2020,2,0,Monaco,33085
16,3,2020,4,0,Monaco,33085
15,3,2020,2,0,Monaco,33085
2,3,2020,0,0,Monaco,33085
1,3,2020,0,0,Monaco,33085
29,2,2020,1,0,Monaco,33085
28,2,2020,0,0,Monaco,33085
27,2,2020,0,0,Monaco,33085
26,2,2020,0,0,Monaco,33085
25,2,2020,0,0,Monaco,33085
24,2,2020,0,0,Monaco,33085
23,2,2020,0,0,Monaco,33085
22,2,2020,0,0,Monaco,33085
21,2,2020,0,0,Monaco,33085
20,2,2020,0,0,Monaco,33085
19,2,2020,0,0,Monaco,33085
18,2,2020,0,0,Monaco,33085
17,2,2020,0,0,Monaco,33085
16,2,2020,0,0,Monaco,33085
15,2,2020,0,0,Monaco,33085
14,2,2020,0,0,Monaco,33085
13,2,2020,0,0,Monaco,33085
12,2,2020,0,0,Monaco,33085
11,2,2020,0,0,Monaco,33085
10,2,2020,0,0,Monaco,33085
9,2,2020,0,0,Monaco,33085
8,2,2020,0,0,Monaco,33085
7,2,2020,0,0,Monaco,33085
6,2,2020,0,0,Monaco,33085
5,2,2020,0,0,Monaco,33085
4,2,2020,0,0,Monaco,33085
3,2,2020,0,0,Monaco,33085
2,2,2020,0,0,Monaco,33085
1,2,2020,0,0,Monaco,33085
31,1,2020,0,0,Monaco,33085
30,1,2020,0,0,Monaco,33085
29,1,2020,0,0,Monaco,33085
28,1,2020,0,0,Monaco,33085
27,1,2020,0,0,Monaco,33085
26,1,2020,0,0,Monaco,33085
25,1,2020,0,0,Monaco,33085
24,1,2020,0,0,Monaco,33085
23,1,2020,0,0,Monaco,33085
22,1,2020,0,0,Monaco,33085
21,1,2020,0,0,Monaco,33085
20,1,2020,0,0,Monaco,33085
19,1,2020,0,0,Monaco,33085
18,1,2020,0,0,Monaco,33085
17,1,2020,0,0,Monaco,33085
16,1,2020,0,0,Monaco,33085
15,1,2020,0,0,Monaco,33085
14,1,2020,0,0,Monaco,33085
13,1,2020,0,0,Monaco,33085
12,1,2020,0,0,Monaco,33085
11,1,2020,0,0,Monaco,33085
10,1,2020,0,0,Monaco,33085
9,1,2020,0,0,Monaco,33085
8,1,2020,0,0,Monaco,33085
7,1,2020,0,0,Monaco,33085
6,1,2020,0,0,Monaco,33085
5,1,2020,0,0,Monaco,33085
4,1,2020,0,0,Monaco,33085
3,1,2020,0,0,Monaco,33085
2,1,2020,0,0,Monaco,33085
1,1,2020,0,0,Monaco,33085
31,12,2019,0,0,Monaco,33085
6,7,2020,0,0,Mongolia,3225166
5,7,2020,0,0,Mongolia,3225166
4,7,2020,0,0,Mongolia,3225166
3,7,2020,0,0,Mongolia,3225166
2,7,2020,0,0,Mongolia,3225166
1,7,2020,0,0,Mongolia,3225166
30,6,2020,0,0,Mongolia,3225166
29,6,2020,1,0,Mongolia,3225166
28,6,2020,0,0,Mongolia,3225166
27,6,2020,0,0,Mongolia,3225166
26,6,2020,3,0,Mongolia,3225166
25,6,2020,1,0,Mongolia,3225166
24,6,2020,0,0,Mongolia,3225166
23,6,2020,2,0,Mongolia,3225166
22,6,2020,7,0,Mongolia,3225166
21,6,2020,2,0,Mongolia,3225166
20,6,2020,0,0,Mongolia,3225166
19,6,2020,3,0,Mongolia,3225166
18,6,2020,4,0,Mongolia,3225166
17,6,2020,0,0,Mongolia,3225166
16,6,2020,0,0,Mongolia,3225166
15,6,2020,0,0,Mongolia,3225166
14,6,2020,0,0,Mongolia,3225166
13,6,2020,0,0,Mongolia,3225166
12,6,2020,3,0,Mongolia,3225166
11,6,2020,0,0,Mongolia,3225166
10,6,2020,0,0,Mongolia,3225166
9,6,2020,0,0,Mongolia,3225166
8,6,2020,1,0,Mongolia,3225166
7,6,2020,2,0,Mongolia,3225166
6,6,2020,0,0,Mongolia,3225166
5,6,2020,5,0,Mongolia,3225166
4,6,2020,1,0,Mongolia,3225166
3,6,2020,0,0,Mongolia,3225166
2,6,2020,0,0,Mongolia,3225166
1,6,2020,6,0,Mongolia,3225166
31,5,2020,0,0,Mongolia,3225166
30,5,2020,0,0,Mongolia,3225166
29,5,2020,18,0,Mongolia,3225166
28,5,2020,13,0,Mongolia,3225166
27,5,2020,7,0,Mongolia,3225166
26,5,2020,0,0,Mongolia,3225166
25,5,2020,0,0,Mongolia,3225166
24,5,2020,0,0,Mongolia,3225166
23,5,2020,0,0,Mongolia,3225166
22,5,2020,1,0,Mongolia,3225166
21,5,2020,0,0,Mongolia,3225166
20,5,2020,0,0,Mongolia,3225166
19,5,2020,0,0,Mongolia,3225166
18,5,2020,4,0,Mongolia,3225166
17,5,2020,1,0,Mongolia,3225166
16,5,2020,74,0,Mongolia,3225166
15,5,2020,0,0,Mongolia,3225166
14,5,2020,19,0,Mongolia,3225166
13,5,2020,0,0,Mongolia,3225166
12,5,2020,0,0,Mongolia,3225166
11,5,2020,0,0,Mongolia,3225166
10,5,2020,0,0,Mongolia,3225166
9,5,2020,0,0,Mongolia,3225166
8,5,2020,1,0,Mongolia,3225166
7,5,2020,0,0,Mongolia,3225166
6,5,2020,0,0,Mongolia,3225166
5,5,2020,1,0,Mongolia,3225166
4,5,2020,1,0,Mongolia,3225166
3,5,2020,0,0,Mongolia,3225166
2,5,2020,1,0,Mongolia,3225166
1,5,2020,0,0,Mongolia,3225166
30,4,2020,0,0,Mongolia,3225166
29,4,2020,0,0,Mongolia,3225166
28,4,2020,0,0,Mongolia,3225166
27,4,2020,0,0,Mongolia,3225166
26,4,2020,2,0,Mongolia,3225166
25,4,2020,0,0,Mongolia,3225166
24,4,2020,1,0,Mongolia,3225166
23,4,2020,0,0,Mongolia,3225166
22,4,2020,1,0,Mongolia,3225166
21,4,2020,2,0,Mongolia,3225166
20,4,2020,1,0,Mongolia,3225166
19,4,2020,0,0,Mongolia,3225166
18,4,2020,0,0,Mongolia,3225166
17,4,2020,1,0,Mongolia,3225166
16,4,2020,0,0,Mongolia,3225166
15,4,2020,14,0,Mongolia,3225166
14,4,2020,0,0,Mongolia,3225166
13,4,2020,0,0,Mongolia,3225166
12,4,2020,0,0,Mongolia,3225166
11,4,2020,0,0,Mongolia,3225166
10,4,2020,0,0,Mongolia,3225166
9,4,2020,1,0,Mongolia,3225166
8,4,2020,0,0,Mongolia,3225166
7,4,2020,1,0,Mongolia,3225166
6,4,2020,0,0,Mongolia,3225166
5,4,2020,0,0,Mongolia,3225166
4,4,2020,0,0,Mongolia,3225166
3,4,2020,0,0,Mongolia,3225166
2,4,2020,2,0,Mongolia,3225166
1,4,2020,0,0,Mongolia,3225166
31,3,2020,0,0,Mongolia,3225166
30,3,2020,0,0,Mongolia,3225166
29,3,2020,1,0,Mongolia,3225166
28,3,2020,0,0,Mongolia,3225166
27,3,2020,1,0,Mongolia,3225166
26,3,2020,0,0,Mongolia,3225166
25,3,2020,0,0,Mongolia,3225166
24,3,2020,0,0,Mongolia,3225166
23,3,2020,0,0,Mongolia,3225166
22,3,2020,4,0,Mongolia,3225166
21,3,2020,1,0,Mongolia,3225166
20,3,2020,0,0,Mongolia,3225166
19,3,2020,1,0,Mongolia,3225166
18,3,2020,3,0,Mongolia,3225166
15,3,2020,0,0,Mongolia,3225166
10,3,2020,1,0,Mongolia,3225166
6,7,2020,61,0,Montenegro,622182
5,7,2020,57,1,Montenegro,622182
4,7,2020,47,1,Montenegro,622182
3,7,2020,40,0,Montenegro,622182
2,7,2020,28,0,Montenegro,622182
1,7,2020,47,1,Montenegro,622182
30,6,2020,20,0,Montenegro,622182
29,6,2020,12,2,Montenegro,622182
28,6,2020,30,0,Montenegro,622182
27,6,2020,25,0,Montenegro,622182
26,6,2020,25,0,Montenegro,622182
25,6,2020,11,0,Montenegro,622182
24,6,2020,11,0,Montenegro,622182
23,6,2020,5,0,Montenegro,622182
22,6,2020,3,0,Montenegro,622182
21,6,2020,4,0,Montenegro,622182
20,6,2020,18,0,Montenegro,622182
19,6,2020,4,0,Montenegro,622182
18,6,2020,7,0,Montenegro,622182
17,6,2020,0,0,Montenegro,622182
16,6,2020,1,0,Montenegro,622182
15,6,2020,1,0,Montenegro,622182
14,6,2020,0,0,Montenegro,622182
13,6,2020,0,0,Montenegro,622182
12,6,2020,0,0,Montenegro,622182
11,6,2020,0,0,Montenegro,622182
10,6,2020,0,0,Montenegro,622182
9,6,2020,0,0,Montenegro,622182
8,6,2020,0,0,Montenegro,622182
7,6,2020,0,0,Montenegro,622182
6,6,2020,0,0,Montenegro,622182
5,6,2020,0,0,Montenegro,622182
4,6,2020,0,0,Montenegro,622182
3,6,2020,0,0,Montenegro,622182
2,6,2020,0,0,Montenegro,622182
1,6,2020,0,0,Montenegro,622182
31,5,2020,0,0,Montenegro,622182
30,5,2020,0,0,Montenegro,622182
29,5,2020,0,0,Montenegro,622182
28,5,2020,0,0,Montenegro,622182
27,5,2020,0,0,Montenegro,622182
26,5,2020,0,0,Montenegro,622182
25,5,2020,0,0,Montenegro,622182
24,5,2020,0,0,Montenegro,622182
23,5,2020,0,0,Montenegro,622182
22,5,2020,0,0,Montenegro,622182
21,5,2020,0,0,Montenegro,622182
